hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;HARDWARE_TYPE;ADDRESS;BIA;DESCRIPTION;IP_ADDRESS;MTU;DUPLEX;SPEED;BANDWIDTH;DELAY;ENCAPSULATION;
;Ethernet1/1.3801;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_PZEUS_SC2-A1_Te0/0/0/8_10G;192.2.248.49/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3901;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_RVP_RUS_SC2-A1_Te0/0/0/8_10G;192.2.8.217/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/2;down (Administratively down);down;1000/10000 Ethernet;544a.00ad.8c95;544a.00ad.8c95;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/3;down (Administratively down);down;1000/10000 Ethernet;544a.00ad.8c96;544a.00ad.8c96;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/4;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c97;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/5;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c98;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/6;up;up;1000/10000 Ethernet;544a.00ad.8c99;544a.00ad.8c99;<*> SC2CLSZEUSR2-01_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/7;up;up;1000/10000 Ethernet;544a.00ad.8c9a;544a.00ad.8c9a;<*> SC2CLSZEUSR2-02_Eth1/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/8;up;up;1000/10000 Ethernet;544a.00ad.8c9b;544a.00ad.8c9b;<> To_SC2ZEUSR1-01_1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/9;up;up;1000/10000 Ethernet;544a.00ad.8c9c;544a.00ad.8c9c;<*> SC2CLSZEUSR1-03_Eth2/14;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/10;up;up;1000/10000 Ethernet;544a.00ad.8c9d;544a.00ad.8c9d;<*> SC2CLSZEUSR2-04_Eth2/14;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/11;up;up;1000/10000 Ethernet;544a.00ad.8c9e;544a.00ad.8c9e;<> To_SC2ZEUSR1-02_1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/12;down (Link not connected);up;1000/10000 Ethernet;544a.00ad.8c9f;544a.00ad.8c9f;RESERVE RACCORDEMENT TSM SC2SWITSM-P1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/13;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8ca0;RESERVE RACCORDEMENT TSM SC2SWITSM-P1;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/14;up;up;1000/10000 Ethernet;544a.00ad.8ca1;544a.00ad.8ca1;Sigma_IDS_SC2ASV-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/15;up;up;1000/10000 Ethernet;544a.00ad.8ca2;544a.00ad.8ca2;Sigma_IDS_SC2ASV-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/16;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8ca3;SC2CLSZEUSR1-05;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/17;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8ca4;SC2CLSZEUSR1-06;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/18;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8ca5;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/19;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8ca6;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/20;up;up;1000/10000 Ethernet;544a.00ad.8ca7;544a.00ad.8ca7;SC2ASV-ZEUS-SDX-A1_10/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/21;up;up;1000/10000 Ethernet;544a.00ad.8ca8;544a.00ad.8ca8;SC2ASV-ZEUS-SDX-A1_10/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/22;up;up;1000/10000 Ethernet;544a.00ad.8ca9;544a.00ad.8ca9;SC2ASV-ZEUS-SDX-A1_10/3;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/23;up;up;1000/10000 Ethernet;544a.00ad.8caa;544a.00ad.8caa;SC2ASV-ZEUS-SDX-A1_10/4;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/24;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cab;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/25;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cac;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/26;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cad;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/27;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cae;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/28;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8caf;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/29;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb0;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/30;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb1;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/31;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb2;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/32;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb3;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/33;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb4;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/34;up;up;1000/10000 Ethernet;544a.00ad.8cb5;544a.00ad.8cb5;<*> SC2ASV-TSM-CFD-A1;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/35;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb6;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/36;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb7;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/37;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb8;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/38;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cb9;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/39;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cba;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/40;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cbb;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/41;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cbc;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/42;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cbd;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/43;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cbe;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/44;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cbf;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/45;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cc0;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/46;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cc1;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/47;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cc2;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/48;down (SFP not inserted);down;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8cc3;;;9216;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet5/1;up;up;40000 Ethernet;00b6.7028.05dc;00b6.7028.05dc;<*> SC2CFDZEUSR1-03_Eth5/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet5/2;down (Administratively down);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05e0;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/3;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05e4;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/4;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05e8;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/5;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05ec;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/6;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05f0;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/7;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05f4;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/8;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05f8;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/9;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.05fc;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/10;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0600;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/11;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0604;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/12;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0608;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/13;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.060c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/14;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0610;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/15;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0614;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/16;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0618;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/17;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.061c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/18;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0620;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/19;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0624;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/20;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0628;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/21;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.062c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/22;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.0630;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet5/23;up;up;40000 Ethernet;00b6.7028.0634;00b6.7028.0634;<*> SC2CLSZEUSR1-05_Eth1/51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet5/24;up;up;40000 Ethernet;00b6.7028.0638;00b6.7028.0638;<*> SC2CLSZEUSR1-06_Eth1/51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet6/1;up;up;40000 Ethernet;00b6.7028.6b64;00b6.7028.6b64;<> SC2CFDZEUSR1-03_Eth6/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet6/2;down (Administratively down);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b68;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/3;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b6c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/4;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b70;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/5;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b74;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/6;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b78;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/7;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b7c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/8;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b80;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/9;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b84;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/10;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b88;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/11;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b8c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/12;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b90;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/13;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b94;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/14;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b98;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/15;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6b9c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/16;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6ba0;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/17;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6ba4;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/18;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6ba8;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/19;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bac;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/20;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bb0;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/21;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bb4;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/22;down (XCVR not inserted);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bb8;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/23;down (Administratively down);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bbc;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet6/24;down (Administratively down);down;40000 Ethernet;002a.6aa4.3e42;00b6.7028.6bc0;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;port-channel10;down (Administratively down);;Port-Channel;0000.0000.0000;0000.0000.0000;<> DontActive_migrated_Po11_SC2CFDZEUSR2-04;;9216;auto-duplex;10 Gb/s;100000 Kbit;10 usec;ARPA;
;port-channel11;up;;Port-Channel;00b6.7028.05dc;00b6.7028.05dc;<> SC2CFDZEUSR2-04_Po11;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel70;up;;Port-Channel;544a.00ad.8ca7;544a.00ad.8ca7;SC2ASV-ZEUS-SDX-A1_LA1;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel71;up;;Port-Channel;544a.00ad.8ca9;544a.00ad.8ca9;SC2ASV-ZEUS-SDX-A1_LA2;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel80;up;;Port-Channel;544a.00ad.8ca1;544a.00ad.8ca1;Sigma_IDS_SC2ASV-MATRIXG-01;;1500;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel4086;up;;Port-Channel;00b6.7028.0634;00b6.7028.0634;<*> SC2CLSZEUSR1-06_7_Po4086;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel4089;up;;Port-Channel;544a.00ad.8c9b;544a.00ad.8c9b;<> To_SC2ZEUSR1-01_Po4091;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;port-channel4090;up;;Port-Channel;544a.00ad.8c9e;544a.00ad.8c9e;<> To_SC2ZEUSR1-02_4090;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;port-channel4092;up;;Port-Channel;544a.00ad.8c9c;544a.00ad.8c9c;<*>  SC2CLSZEUSR1&2-3&4_Po4092_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel4094;up;;Port-Channel;544a.00ad.8c9a;544a.00ad.8c9a;<*> SC2CLSZEUSR2-01/02_Po4094_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;loopback29;up;;;;;management_RVP_ETRALI;192.2.155.167/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback53;up;;;;;;192.2.7.167/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;Vlan1;down (Administratively down);down, autostate enabled;EtherSVI;002a.6aa4.3e42;;;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan10;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.128.207.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan11;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.192.207.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan12;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.224.207.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan15;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.56.199.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan16;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.56.207.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan17;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.56.215.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan18;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.56.223.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan19;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;;175.56.231.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan20;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;ADMIN_NAS_SC2  Internet Address is 174.129.16.252/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan24;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;IPT-SRV  Internet Address is 184.68.1.4/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan55;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;SIPO-PHYSIQUE-BACKUP  Internet Address is 192.135.40.2/28;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan1200;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;PZEUS_INTERCO_LB  Internet Address is 175.0.192.253/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1201;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NS_INTERCO_HOMO  Internet Address is 175.0.193.253/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1202;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;CFD_NS_DISPATCH_PROD  Internet Address is 175.0.194.4/29;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1500;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;NOOBA_Admin_IB_SC2  Internet Address is 192.0.1.98/27;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1820;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;GW_SBC_DC2  Internet Address is 184.59.0.252/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan2492;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;<> SC2CFDZEUSR2-04  Internet Address is 192.2.156.101/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2503;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;PRVSHAREDSERVICES_To_SC2ZEUSR1-02  Internet Address is 192.4.148.58/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3001;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.129.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3002;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.131.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3003;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.133.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3004;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.135.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3005;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.137.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3006;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.139.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3007;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.141.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3008;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.143.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3009;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.145.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3010;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.147.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3011;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.149.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3012;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.151.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3013;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.153.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3014;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.155.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3015;up;up, autostate enabled;EtherSVI;002a.6aa4.3e42;;OUTSOURCING_SERVICES  Internet Address is 173.1.157.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
